puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
4806601,4806604,TX,Coastal Bend COG--Nueces County--Corpus Christi City (Outer),"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest)",16338,0.1232,0.1332
4806602,4806604,TX,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central),"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest)",106330,1,0.8668
4806603,4806603,TX,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central),"Coastal Bend COG--Nueces County (Central), Corpus Christi City (South Central)",114282,1,0.9998
4806701,4806701,TX,Cameron County (East)--Brownsville City (North),Cameron County (East)--Brownsville City (North),119884,0.9668,0.9952
4806701,4806703,TX,Cameron County (East)--Brownsville City (North),Cameron County (South)--Brownsville City (Central),4122,0.0332,0.0275
4806702,4806701,TX,Cameron County (West)--Harlingen & San Benito Cities,Cameron County (East)--Brownsville City (North),177,0.0012,0.0015
4806702,4806702,TX,Cameron County (West)--Harlingen & San Benito Cities,Cameron County (West)--Harlingen & San Benito Cities,150516,0.9988,1
4806703,4806701,TX,Cameron County (South)--Brownsville City (Central),Cameron County (East)--Brownsville City (North),396,0.0027,0.0033
4806703,4806703,TX,Cameron County (South)--Brownsville City (Central),Cameron County (South)--Brownsville City (Central),145922,0.9973,0.9725
4806801,4806801,TX,Hidalgo County (Southeast)--Weslaco & Mercedes Cities,Hidalgo County (Southeast)--Weslaco & Mercedes Cities,110324,1,1
4806802,4806802,TX,Hidalgo County (East)--Alamo & Donna Cities,Hidalgo County (East)--Alamo & Donna Cities,119470,1,1
4806803,4806803,TX,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities","Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",133846,1,1
4806804,4806804,TX,Hidalgo County (North Central)--Edinburg City,Hidalgo County (North Central)--Edinburg City,132445,1,0.9721
4806805,4806805,TX,Hidalgo County (Central)--McAllen City,Hidalgo County (Central)--McAllen City,139627,1,1
4806806,4806806,TX,Hidalgo County (Southwest)--Mission City,Hidalgo County (Southwest)--Mission City,114104,1,1
4806807,4806804,TX,Hidalgo County (North & West),Hidalgo County (North Central)--Edinburg City,3798,0.0314,0.0279
4806807,4806807,TX,Hidalgo County (North & West),Hidalgo County (North & West),117167,0.9686,1
4806900,4807700,TX,Coastal Bend COG (Southeast) & Willacy County,Coastal Bend COG (Central) & Willacy County,97521,1,0.8959
4903001,4903000,UT,Tooele & Box Elder Counties,Tooele & Box Elder Counties,130214,0.9998,0.9988
4903001,4905000,UT,Tooele & Box Elder Counties,"Cache, Summit, Morgan & Rich Counties",13,0.0001,0.0001
4903001,4957001,UT,Tooele & Box Elder Counties,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",8,0.0001,0.0001
4905001,4903000,UT,"Cache, Summit, Morgan & Rich Counties",Tooele & Box Elder Counties,141,0.0007,0.0011
4905001,4905000,UT,"Cache, Summit, Morgan & Rich Counties","Cache, Summit, Morgan & Rich Counties",189664,0.9988,0.9966
4905001,4911002,UT,"Cache, Summit, Morgan & Rich Counties","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",5,0,0
4905001,4913000,UT,"Cache, Summit, Morgan & Rich Counties",Southeast Utah & Uintah Basin Region,74,0.0004,0.0005
4905001,4957002,UT,"Cache, Summit, Morgan & Rich Counties",Weber County (East)--Ogden (Southeast) & South Ogden Cities,1,0,0
4911001,4905000,UT,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities","Cache, Summit, Morgan & Rich Counties",63,0.0003,0.0003
4911001,4911002,UT,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",36,0.0002,0.0003
4911001,4911003,UT,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities","Davis County (Northwest)--Syracuse, Clearfield & West Point Cities",101871,0.434,0.9992
4911001,4911004,UT,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities","Davis County (Northeast)--Layton, Kaysville & South Weber Cities",131827,0.5617,0.9984
4911001,4957002,UT,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities",Weber County (East)--Ogden (Southeast) & South Ogden Cities,911,0.0039,0.0085
4911002,4905000,UT,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities","Cache, Summit, Morgan & Rich Counties",278,0.0022,0.0015
4911002,4911002,UT,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities","Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",128691,0.9967,0.9997
4911002,4911004,UT,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities","Davis County (Northeast)--Layton, Kaysville & South Weber Cities",141,0.0011,0.0011
4911002,4935014,UT,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities","Salt Lake County--Taylorsville, Kearns & Magna",13,0.0001,0.0001
4913001,4905000,UT,Southeast Utah & Uintah Basin Region,"Cache, Summit, Morgan & Rich Counties",302,0.0021,0.0016
4913001,4913000,UT,Southeast Utah & Uintah Basin Region,Southeast Utah & Uintah Basin Region,145267,0.9979,0.9994
4921001,4913000,UT,Southwest & South Central Utah (Outside Washington County)--Cedar City,Southeast Utah & Uintah Basin Region,3,0,0
4921001,4921000,UT,Southwest & South Central Utah (Outside Washington County)--Cedar City,Southwest & South Central Utah (Outside Washington County)--Cedar City,155714,0.9969,0.9997
4921001,4953000,UT,Southwest & South Central Utah (Outside Washington County)--Cedar City,Washington County--St. George City,484,0.0031,0.0027
4935001,4935011,UT,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna",Salt Lake County--Salt Lake City (West) & Magna,45209,0.4039,0.4421
4935001,4935013,UT,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna",Salt Lake County--West Valley City,32460,0.29,0.2384
4935001,4935014,UT,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna","Salt Lake County--Taylorsville, Kearns & Magna",33375,0.2982,0.2625
4935001,4935016,UT,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna",Salt Lake County--West Jordan City,890,0.008,0.0067
4935002,4935011,UT,Salt Lake County (Northeast)--Salt Lake City (East),Salt Lake County--Salt Lake City (West) & Magna,46246,0.3622,0.4522
4935002,4935012,UT,Salt Lake County (Northeast)--Salt Lake City (East),Salt Lake County--Salt Lake City (East) & Emigration Canyon,81288,0.6367,0.812
4935002,4935015,UT,Salt Lake County (Northeast)--Salt Lake City (East),"Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",131,0.001,0.0008
4935003,4935013,UT,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns",Salt Lake County--West Valley City,60901,0.5493,0.4472
4935003,4935014,UT,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns","Salt Lake County--Taylorsville, Kearns & Magna",49962,0.4507,0.393
4935004,4935011,UT,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities",Salt Lake County--Salt Lake City (West) & Magna,10807,0.0848,0.1057
4935004,4935013,UT,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities",Salt Lake County--West Valley City,42823,0.3361,0.3144
4935004,4935014,UT,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities","Salt Lake County--Taylorsville, Kearns & Magna",41243,0.3237,0.3244
4935004,4935015,UT,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities","Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",32538,0.2554,0.1916
4935005,4935012,UT,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek",Salt Lake County--Salt Lake City (East) & Emigration Canyon,18823,0.1209,0.188
4935005,4935015,UT,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek","Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",136863,0.8791,0.8058
4935006,4903000,UT,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities",Tooele & Box Elder Counties,9,0.0001,0.0001
4935006,4935014,UT,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities","Salt Lake County--Taylorsville, Kearns & Magna",2545,0.0166,0.02
4935006,4935016,UT,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities",Salt Lake County--West Jordan City,61974,0.4039,0.4696
4935006,4935017,UT,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities","Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",88909,0.5794,0.4544
4935007,4935008,UT,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities","Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",65,0.0004,0.0006
4935007,4935016,UT,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities",Salt Lake County--West Jordan City,69112,0.394,0.5237
4935007,4935017,UT,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities","Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",106244,0.6057,0.5429
4935008,4935008,UT,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities","Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",108774,0.997,0.9994
4935008,4935015,UT,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities","Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",324,0.003,0.0019
4935009,4935009,UT,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,112391,0.9902,0.9929
4935009,4935017,UT,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,"Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",189,0.0017,0.001
4935009,4949004,UT,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",925,0.0081,0.0051
4949001,4935017,UT,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities","Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",340,0.002,0.0017
4949001,4949001,UT,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities","Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",171882,0.9971,0.9984
4949001,4949004,UT,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",161,0.0009,0.0009
4949002,4949001,UT,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities","Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",7,0,0
4949002,4949002,UT,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities","Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",191338,0.9905,0.9976
4949002,4949003,UT,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",Utah County (Central)--Provo City,1384,0.0072,0.012
4949002,4949004,UT,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",446,0.0023,0.0025
4949003,4949002,UT,Utah County (Central)--Provo City,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",348,0.003,0.0018
4949003,4949003,UT,Utah County (Central)--Provo City,Utah County (Central)--Provo City,113932,0.997,0.988
4949004,4913000,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",Southeast Utah & Uintah Basin Region,15,0.0001,0.0001
4949004,4921000,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",Southwest & South Central Utah (Outside Washington County)--Cedar City,41,0.0002,0.0003
4949004,4935009,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,799,0.0044,0.0071
4949004,4949001,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities","Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",265,0.0015,0.0015
4949004,4949002,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities","Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",117,0.0007,0.0006
4949004,4949004,UT,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities","Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",178594,0.9931,0.9915
4953001,4953000,UT,Washington County--St. George City,Washington County--St. George City,179795,1,0.9973
4957001,4911003,UT,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities","Davis County (Northwest)--Syracuse, Clearfield & West Point Cities",84,0.0005,0.0008
4957001,4957001,UT,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities","Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",155078,0.9993,0.9999
4957001,4957002,UT,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",Weber County (East)--Ogden (Southeast) & South Ogden Cities,32,0.0002,0.0003
4957002,4911004,UT,Weber County (East)--Ogden (Southeast) & South Ogden Cities,"Davis County (Northeast)--Layton, Kaysville & South Weber Cities",66,0.0006,0.0005
4957002,4957002,UT,Weber County (East)--Ogden (Southeast) & South Ogden Cities,Weber County (East)--Ogden (Southeast) & South Ogden Cities,106151,0.9994,0.9912
500000 ,5000400,VT,50,"Southern Vermont--Rutland, Windsor, Bennington & Windham Counties",1,1,0
5000100,5000100,VT,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City","Northern Vermont--Grand Isle, Franklin, Lamoille, Orleans, Caledonia & Essex Counties P",57484,0.2548,0.3902
5000100,5000200,VT,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City","Central Vermont--Addison, Washington & Orange Counties",307,0.0014,0.0024
5000100,5000300,VT,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City",Chittenden County,167856,0.7439,0.9942
5000200,5000100,VT,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties","Northern Vermont--Grand Isle, Franklin, Lamoille, Orleans, Caledonia & Essex Counties P",89723,0.6011,0.609
5000200,5000200,VT,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties","Central Vermont--Addison, Washington & Orange Counties",59151,0.3963,0.4687
5000200,5000300,VT,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties",Chittenden County,390,0.0026,0.0023
5000300,5000100,VT,"Southeast Vermont--Windsor, Windham & Orange Counties","Northern Vermont--Grand Isle, Franklin, Lamoille, Orleans, Caledonia & Essex Counties P",121,0.0009,0.0008
5000300,5000200,VT,"Southeast Vermont--Windsor, Windham & Orange Counties","Central Vermont--Addison, Washington & Orange Counties",29345,0.221,0.2325
5000300,5000201,VT,"Southeast Vermont--Windsor, Windham & Orange Counties",5000201,32,0.0002,1
5000300,5000400,VT,"Southeast Vermont--Windsor, Windham & Orange Counties","Southern Vermont--Rutland, Windsor, Bennington & Windham Counties",103285,0.7778,0.5147
5000300,5000501,VT,"Southeast Vermont--Windsor, Windham & Orange Counties",5000501,14,0.0001,1
5000400,5000200,VT,"Southwest Vermont--Rutland, Bennington & Addison Counties","Central Vermont--Addison, Washington & Orange Counties",37392,0.2762,0.2963
5000400,5000300,VT,"Southwest Vermont--Rutland, Bennington & Addison Counties",Chittenden County,589,0.0044,0.0035
5000400,5000400,VT,"Southwest Vermont--Rutland, Bennington & Addison Counties","Southern Vermont--Rutland, Windsor, Bennington & Windham Counties",97387,0.7194,0.4853
5101301,5101301,VA,Arlington County (North),Arlington County (North),118325,0.9985,0.9847
5101301,5101302,VA,Arlington County (North),Arlington County (South),121,0.001,0.001
5101301,5161001,VA,Arlington County (North),Fairfax County (Northeast)--McLean & Idylwood,57,0.0005,0.0005
5101302,5101301,VA,Arlington County (South),Arlington County (North),946,0.0079,0.0079
5101302,5101302,VA,Arlington County (South),Arlington County (South),118356,0.9921,0.999
5104101,5104101,VA,Chesterfield County (East)--James River Region,Chesterfield County (East)--James River Region,115175,0.9736,0.9921
5104101,5176001,VA,Chesterfield County (East)--James River Region,Richmond City (North & West),9,0.0001,0.0001
5104101,5176002,VA,Chesterfield County (East)--James River Region,Richmond City (South & East),3109,0.0263,0.028
5104102,5104102,VA,Chesterfield County (Central)--Chester & Rockwood,Chesterfield County (Central)--Chester & Rockwood,125071,0.9999,1
5104102,5114900,VA,Chesterfield County (Central)--Chester & Rockwood,Crater Planning District Commission,8,0.0001,0
5104103,5104103,VA,Chesterfield County (West)--Brandermill & Woodlake,Chesterfield County (West)--Brandermill & Woodlake,123192,1,0.9984
5110701,5110701,VA,Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village),Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village),112195,1,0.964
5110702,5110702,VA,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,154069,1,1
5110703,5105901,VA,Loudoun County (West & South)--Leesburg Town,Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUM,286,0.0019,0.0025
5110703,5106100,VA,Loudoun County (West & South)--Leesburg Town,Rappahannock-Rapidan Regional Commission,30,0.0002,0.0002
5110703,5106900,VA,Loudoun County (West & South)--Leesburg Town,Northern Shenandoah Valley Regional Commission (North),104,0.0007,0.0008
5110703,5110703,VA,Loudoun County (West & South)--Leesburg Town,Loudoun County (West & South)--Leesburg Town,150396,0.9972,0.9993
5151010,5118500,VA,LENOWISCO & Cumberland Plateau Planning District Commissions,LENOWISCO & Cumberland Plateau Planning District Commissions,184255,0.9995,1
5151010,5119100,VA,LENOWISCO & Cumberland Plateau Planning District Commissions,Mount Rogers Planning District Commission,83,0.0005,0.0004
5151020,5112100,VA,Mount Rogers Planning District Commission,New River Valley Planning District Commission,14,0.0001,0.0001
5151020,5119100,VA,Mount Rogers Planning District Commission,Mount Rogers Planning District Commission,186339,0.9999,0.9979
5151040,5112100,VA,New River Valley Planning District Commission,New River Valley Planning District Commission,181111,0.9976,0.9959
5151040,5116101,VA,New River Valley Planning District Commission,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),144,0.0008,0.0007
5151040,5119100,VA,New River Valley Planning District Commission,Mount Rogers Planning District Commission,300,0.0017,0.0016
5151044,5116101,VA,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),3284,0.0243,0.0162
5151044,5177001,VA,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)","Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",131773,0.9757,0.9878
5151045,5101500,VA,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),Central Shenandoah Planning District Commission (Southwest),386,0.0019,0.0023
5151045,5112100,VA,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),New River Valley Planning District Commission,729,0.0036,0.004
5151045,5116101,VA,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),199164,0.9864,0.982
5151045,5177001,VA,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",1626,0.0081,0.0122
5151080,5101500,VA,Central Shenandoah Planning District Commission (Southwest),Central Shenandoah Planning District Commission (Southwest),167921,0.9963,0.9967
5151080,5101900,VA,Central Shenandoah Planning District Commission (Southwest),"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUM",16,0.0001,0.0001
5151080,5116101,VA,Central Shenandoah Planning District Commission (Southwest),Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),210,0.0012,0.001
5151080,5116500,VA,Central Shenandoah Planning District Commission (Southwest),Central Shenandoah Planning District Commission (Northeast),398,0.0024,0.0029
5151084,5106900,VA,Northern Shenandoah Valley Regional Commission (North),Northern Shenandoah Valley Regional Commission (North),134232,0.9981,0.9981
5151084,5110703,VA,Northern Shenandoah Valley Regional Commission (North),Loudoun County (West & South)--Leesburg Town,98,0.0007,0.0007
5151084,5117100,VA,Northern Shenandoah Valley Regional Commission (North),Northern Shenandoah Valley Regional Commission (South),156,0.0012,0.0014
5151085,5106100,VA,Northern Shenandoah Valley Regional Commission (South),Rappahannock-Rapidan Regional Commission,549,0.0051,0.003
5151085,5106900,VA,Northern Shenandoah Valley Regional Commission (South),Northern Shenandoah Valley Regional Commission (North),156,0.0014,0.0012
5151085,5116500,VA,Northern Shenandoah Valley Regional Commission (South),Central Shenandoah Planning District Commission (Northeast),296,0.0027,0.0022
5151085,5117100,VA,Northern Shenandoah Valley Regional Commission (South),Northern Shenandoah Valley Regional Commission (South),107354,0.9908,0.9906
5151087,5106100,VA,Rappahannock-Rapidan Regional Commission,Rappahannock-Rapidan Regional Commission,181341,0.9876,0.9907
5151087,5110703,VA,Rappahannock-Rapidan Regional Commission,Loudoun County (West & South)--Leesburg Town,6,0,0
5151087,5110901,VA,Rappahannock-Rapidan Regional Commission,Thomas Jefferson Planning District Commission (South & East),170,0.0009,0.0014
5151087,5115301,VA,Rappahannock-Rapidan Regional Commission,Prince William County (North & West)--Linton Hall & Gainesville,84,0.0005,0.0006
5151087,5117100,VA,Rappahannock-Rapidan Regional Commission,Northern Shenandoah Valley Regional Commission (South),440,0.0024,0.0041
5151087,5117700,VA,Rappahannock-Rapidan Regional Commission,George Washington Regional Commission (South),127,0.0007,0.0006
5151087,5117900,VA,Rappahannock-Rapidan Regional Commission,George Washington Regional Commission (North),256,0.0014,0.0014
5151087,5154001,VA,Rappahannock-Rapidan Regional Commission,Thomas Jefferson Planning District Commission (North),1195,0.0065,0.0086
5151089,5106100,VA,Thomas Jefferson Planning District Commission (South & East),Rappahannock-Rapidan Regional Commission,290,0.0024,0.0016
5151089,5110901,VA,Thomas Jefferson Planning District Commission (South & East),Thomas Jefferson Planning District Commission (South & East),117299,0.9776,0.9755
5151089,5114501,VA,Thomas Jefferson Planning District Commission (South & East),"Goochland, Powhatan & Western Hanover Counties",1685,0.014,0.0152
5151089,5154001,VA,Thomas Jefferson Planning District Commission (South & East),Thomas Jefferson Planning District Commission (North),711,0.0059,0.0051
5151090,5106100,VA,Thomas Jefferson Planning District Commission (North),Rappahannock-Rapidan Regional Commission,194,0.0014,0.0011
5151090,5110901,VA,Thomas Jefferson Planning District Commission (North),Thomas Jefferson Planning District Commission (South & East),1331,0.0096,0.0111
5151090,5154001,VA,Thomas Jefferson Planning District Commission (North),Thomas Jefferson Planning District Commission (North),136963,0.989,0.9863
5151095,5101500,VA,"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",Central Shenandoah Planning District Commission (Southwest),178,0.0014,0.0011
5151095,5101900,VA,"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City","Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUM",124657,0.9898,0.9824
5151095,5116101,VA,"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),10,0.0001,0
5151095,5168000,VA,"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City",Virginias Region 2000 (South)--Campbell County & Lynchburg City,1097,0.0087,0.0081
5151096,5101900,VA,Virginias Region 2000 (South)--Campbell County & Lynchburg City,"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUM",2215,0.0163,0.0175
5151096,5168000,VA,Virginias Region 2000 (South)--Campbell County & Lynchburg City,Virginias Region 2000 (South)--Campbell County & Lynchburg City,133608,0.9837,0.9919
5151097,5114300,VA,West Piedmont Planning District Commission,West Piedmont Planning District Commission,185132,1,1
5151105,5108300,VA,Southside Planning District Commission & Commonwealth Regional Council,Southside Planning District Commission & Commonwealth Regional Council,180910,1,1
5151110,5116500,VA,Central Shenandoah Planning District Commission (Northeast),Central Shenandoah Planning District Commission (Northeast),134877,0.9969,0.9949
5151110,5117100,VA,Central Shenandoah Planning District Commission (Northeast),Northern Shenandoah Valley Regional Commission (South),419,0.0031,0.0039
5151115,5117700,VA,George Washington Regional Commission (North),George Washington Regional Commission (South),644,0.0035,0.0033
5151115,5117900,VA,George Washington Regional Commission (North),George Washington Regional Commission (North),184507,0.9965,0.9978
5151120,5106100,VA,George Washington Regional Commission (South),Rappahannock-Rapidan Regional Commission,372,0.0019,0.002
5151120,5107300,VA,George Washington Regional Commission (South),"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUM",63,0.0003,0.0004
5151120,5117700,VA,George Washington Regional Commission (South),George Washington Regional Commission (South),196674,0.9971,0.9951
5151120,5117900,VA,George Washington Regional Commission (South),George Washington Regional Commission (North),146,0.0007,0.0008
5151125,5107300,VA,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions","Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUM",170866,0.9988,0.9996
5151125,5117700,VA,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",George Washington Regional Commission (South),197,0.0012,0.001
5151135,5104103,VA,Crater Planning District Commission,Chesterfield County (West)--Brandermill & Woodlake,196,0.0011,0.0016
5151135,5114900,VA,Crater Planning District Commission,Crater Planning District Commission,180157,0.9989,1
5151145,5180000,VA,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities","Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",159106,1,1
5151154,5171001,VA,Norfolk City (Northeast),Norfolk City (North),104087,0.4709,1
5151154,5171002,VA,Norfolk City (Northeast),Norfolk City (South),116706,0.528,0.8715
5151154,5181002,VA,Norfolk City (Northeast),Virginia Beach City (Central),233,0.0011,0.0013
5151155,5171002,VA,Portsmouth & Norfolk (Southwest) Cities,Norfolk City (South),17009,0.148,0.127
5151155,5174001,VA,Portsmouth & Norfolk (Southwest) Cities,Portsmouth & Northern Chesapeake Cities,97915,0.852,0.8872
5151164,5181001,VA,Virginia Beach City (North),Virginia Beach City (North),148847,1,1
5151164,5181003,VA,Virginia Beach City (North),Virginia Beach City (South),4,0,0
5151165,5171002,VA,Virginia Beach City (Central),Norfolk City (South),203,0.0011,0.0015
5151165,5181002,VA,Virginia Beach City (Central),Virginia Beach City (Central),178476,0.9934,0.997
5151165,5181003,VA,Virginia Beach City (Central),Virginia Beach City (South),990,0.0055,0.0075
5151167,5181003,VA,Virginia Beach City (South),Virginia Beach City (South),130621,1,0.9924
5151175,5109500,VA,Newport News City,"James City, York Counties, Williamsburg & Poquoson Cities",1395,0.0077,0.0079
5151175,5165000,VA,Newport News City,Hampton City,1563,0.0086,0.0114
5151175,5170000,VA,Newport News City,Newport News City,178761,0.9837,0.9598
5151186,5165000,VA,Hampton City,Hampton City,135585,0.985,0.9886
5151186,5170000,VA,Hampton City,Newport News City,2060,0.015,0.0111
5151206,5108501,VA,"James City, York Counties, Williamsburg & Poquoson Cities","King William, New Kent, Charles City & Eastern Hanover Counties",58,0.0003,0.0006
