geography_id,geography_desc,geography_desc_full,total_units,"Calculated percentage of units for broadband serviceable locations contained within the geography for which providers report residential fixed broadband service with Copper, Cable, Fiber to the Premises, or Licensed Fixed Wireless technology and speeds of at least 25 / 3 Mbps."
21135,Lewis County,"Lewis County, KY",8087,0.64050001
48413,Schleicher County,"Schleicher County, TX",2205,0.6408
12047,Hamilton County,"Hamilton County, FL",7316,0.64090002
13221,Oglethorpe County,"Oglethorpe County, GA",7726,0.64099997
1057,Fayette County,"Fayette County, AL",10173,0.64109999
28143,Tunica County,"Tunica County, MS",6021,0.64139998
48127,Dimmit County,"Dimmit County, TX",6069,0.64230001
55067,Langlade County,"Langlade County, WI",15614,0.64380002
8111,San Juan County,"San Juan County, CO",1275,0.64469999
13019,Berrien County,"Berrien County, GA",9455,0.64490002
22069,Natchitoches Parish,"Natchitoches Parish, LA",22369,0.64490002
26129,Ogemaw County,"Ogemaw County, MI",17676,0.64529997
5147,Woodruff County,"Woodruff County, AR",4699,0.6455
39071,Highland County,"Highland County, OH",22935,0.64569998
17155,Putnam County,"Putnam County, IL",4123,0.64590001
51119,Middlesex County,"Middlesex County, VA",8956,0.6462
56027,Niobrara County,"Niobrara County, WY",1802,0.64649999
21001,Adair County,"Adair County, KY",11078,0.64670002
49033,Rich County,"Rich County, UT",3827,0.64670002
20003,Anderson County,"Anderson County, KS",4908,0.64749998
26011,Arenac County,"Arenac County, MI",12627,0.64749998
26105,Mason County,"Mason County, MI",21253,0.64880002
17071,Henderson County,"Henderson County, IL",5148,0.6498
26165,Wexford County,"Wexford County, MI",20084,0.64990002
13165,Jenkins County,"Jenkins County, GA",4809,0.65020001
29139,Montgomery County,"Montgomery County, MO",7393,0.65030003
55119,Taylor County,"Taylor County, WI",13342,0.65039998
49009,Daggett County,"Daggett County, UT",1540,0.65060002
26001,Alcona County,"Alcona County, MI",16680,0.65140003
21045,Casey County,"Casey County, KY",9615,0.65210003
48239,Jackson County,"Jackson County, TX",9392,0.65249997
56019,Johnson County,"Johnson County, WY",5476,0.65270001
46095,Mellette County,"Mellette County, SD",1213,0.65289998
54025,Greenbrier County,"Greenbrier County, WV",22717,0.653
32021,Mineral County,"Mineral County, NV",3492,0.65439999
13271,Telfair County,"Telfair County, GA",5989,0.65450001
29209,Stone County,"Stone County, MO",25442,0.6552
47005,Benton County,"Benton County, TN",10257,0.65539998
29083,Henry County,"Henry County, MO",12883,0.65570003
56013,Fremont County,"Fremont County, WY",21575,0.65619999
28051,Holmes County,"Holmes County, MS",10180,0.65630001
13027,Brooks County,"Brooks County, GA",8777,0.65670002
5029,Conway County,"Conway County, AR",12562,0.65740001
26013,Baraga County,"Baraga County, MI",6482,0.65750003
54043,Lincoln County,"Lincoln County, WV",11869,0.6584
37149,Polk County,"Polk County, NC",14437,0.65869999
72073,Jayuya Municipio,"Jayuya Municipio, PR",6887,0.65880001
17005,Bond County,"Bond County, IL",9270,0.65890002
16007,Bear Lake County,"Bear Lake County, ID",5534,0.65939999
37143,Perquimans County,"Perquimans County, NC",8506,0.66009998
72001,Adjuntas Municipio,"Adjuntas Municipio, PR",8609,0.66009998
40063,Hughes County,"Hughes County, OK",7823,0.66060001
27153,Todd County,"Todd County, MN",17116,0.66070002
40075,Kiowa County,"Kiowa County, OK",6911,0.66100001
12121,Suwannee County,"Suwannee County, FL",23120,0.66109997
22009,Avoyelles Parish,"Avoyelles Parish, LA",22003,0.66180003
47181,Wayne County,"Wayne County, TN",9007,0.66259998
17069,Hardin County,"Hardin County, IL",3317,0.66289997
28113,Pike County,"Pike County, MS",22122,0.66329998
26087,Lapeer County,"Lapeer County, MI",48531,0.66350001
29025,Caldwell County,"Caldwell County, MO",5278,0.66369998
13283,Treutlen County,"Treutlen County, GA",3469,0.66589999
48053,Burnet County,"Burnet County, TX",30568,0.66670001
18149,Starke County,"Starke County, IN",13425,0.66729999
39131,Pike County,"Pike County, OH",14710,0.66750002
48415,Scurry County,"Scurry County, TX",9481,0.6688
48291,Liberty County,"Liberty County, TX",49112,0.67030001
48331,Milam County,"Milam County, TX",16216,0.67040002
29045,Clark County,"Clark County, MO",4140,0.671
29059,Dallas County,"Dallas County, MO",9194,0.671
30105,Valley County,"Valley County, MT",6578,0.671
18131,Pulaski County,"Pulaski County, IN",8098,0.67119998
21221,Trigg County,"Trigg County, KY",9764,0.67119998
26035,Clare County,"Clare County, MI",26236,0.67129999
19117,Lucas County,"Lucas County, IA",5693,0.67210001
13319,Wilkinson County,"Wilkinson County, GA",5171,0.67220002
37137,Pamlico County,"Pamlico County, NC",9124,0.67229998
48185,Grimes County,"Grimes County, TX",19018,0.67250001
26119,Montmorency County,"Montmorency County, MI",10467,0.67290002
1061,Geneva County,"Geneva County, AL",15461,0.67360002
21179,Nelson County,"Nelson County, KY",22840,0.67409998
37079,Greene County,"Greene County, NC",9853,0.6742
40151,Woods County,"Woods County, OK",6470,0.6742
1109,Pike County,"Pike County, AL",19613,0.67510003
30067,Park County,"Park County, MT",12903,0.6753
2066,Copper River Census Area,"Copper River Census Area, AK",4119,0.67559999
17023,Clark County,"Clark County, IL",9556,0.6771
48161,Freestone County,"Freestone County, TX",14258,0.67799997
48055,Caldwell County,"Caldwell County, TX",21683,0.67809999
48255,Karnes County,"Karnes County, TX",9092,0.6785
31089,Holt County,"Holt County, NE",8212,0.6789
22061,Lincoln Parish,"Lincoln Parish, LA",23932,0.67900002
40105,Nowata County,"Nowata County, OK",5980,0.67930001
18055,Greene County,"Greene County, IN",18592,0.68010002
13273,Terrell County,"Terrell County, GA",5317,0.68059999
51061,Fauquier County,"Fauquier County, VA",32748,0.6807
31163,Sherman County,"Sherman County, NE",2795,0.68120003
21069,Fleming County,"Fleming County, KY",9042,0.6814
21215,Spencer County,"Spencer County, KY",9550,0.6814
30003,Big Horn County,"Big Horn County, MT",7201,0.68169999
39075,Holmes County,"Holmes County, OH",18922,0.68169999
4017,Navajo County,"Navajo County, AZ",71753,0.6821
17065,Hamilton County,"Hamilton County, IL",5659,0.6821
39031,Coshocton County,"Coshocton County, OH",20107,0.6821
30027,Fergus County,"Fergus County, MT",8575,0.68290001
2150,Kodiak Island Borough,"Kodiak Island Borough, AK",7764,0.68300003
31077,Greeley County,"Greeley County, NE",1819,0.68330002
26137,Otsego County,"Otsego County, MI",17997,0.68349999
48401,Rusk County,"Rusk County, TX",27162,0.68349999
30025,Fallon County,"Fallon County, MT",2259,0.6839
56035,Sublette County,"Sublette County, WY",6172,0.68409997
16087,Washington County,"Washington County, ID",5947,0.68419999
6109,Tuolumne County,"Tuolumne County, CA",35484,0.6846
31175,Valley County,"Valley County, NE",3129,0.68519998
22029,Concordia Parish,"Concordia Parish, LA",11030,0.68589997
8079,Mineral County,"Mineral County, CO",1574,0.68610001
22065,Madison Parish,"Madison Parish, LA",5432,0.68629998
48193,Hamilton County,"Hamilton County, TX",7408,0.68629998
51067,Franklin County,"Franklin County, VA",33279,0.68669999
18153,Sullivan County,"Sullivan County, IN",11161,0.68760002
26051,Gladwin County,"Gladwin County, MI",20383,0.68779999
29011,Barton County,"Barton County, MO",6561,0.68919998
37015,Bertie County,"Bertie County, NC",11424,0.68970001
30037,Golden Valley County,"Golden Valley County, MT",748,0.68980002
49037,San Juan County,"San Juan County, UT",6860,0.68980002
39167,Washington County,"Washington County, OH",37388,0.6904
48407,San Jacinto County,"San Jacinto County, TX",17511,0.69059998
18061,Harrison County,"Harrison County, IN",21061,0.69080001
19135,Monroe County,"Monroe County, IA",5326,0.69150001
51079,Greene County,"Greene County, VA",9797,0.69160002
48311,McMullen County,"McMullen County, TX",1126,0.6918
5043,Drew County,"Drew County, AR",10478,0.69190001
17149,Pike County,"Pike County, IL",10976,0.69199997
36041,Hamilton County,"Hamilton County, NY",8973,0.69389999
13131,Grady County,"Grady County, GA",13931,0.69410002
21023,Bracken County,"Bracken County, KY",5069,0.69419998
8051,Gunnison County,"Gunnison County, CO",14440,0.6943
55049,Iowa County,"Iowa County, WI",16738,0.69510001
12125,Union County,"Union County, FL",6249,0.69599998
26101,Manistee County,"Manistee County, MI",19378,0.69599998
5003,Ashley County,"Ashley County, AR",12342,0.69620001
49031,Piute County,"Piute County, UT",1303,0.69690001
51117,Mecklenburg County,"Mecklenburg County, VA",24237,0.69690001
18015,Carroll County,"Carroll County, IN",12565,0.69739997
28131,Stone County,"Stone County, MS",9167,0.69760001
55031,Douglas County,"Douglas County, WI",27603,0.69760001
1047,Dallas County,"Dallas County, AL",23045,0.6979
31149,Rock County,"Rock County, NE",1232,0.69809997
72149,Villalba Municipio,"Villalba Municipio, PR",10106,0.6983
21167,Mercer County,"Mercer County, KY",11656,0.69840002
72107,Orocovis Municipio,"Orocovis Municipio, PR",10355,0.69859999
40113,Osage County,"Osage County, OK",25432,0.69919997
29041,Chariton County,"Chariton County, MO",5251,0.69929999
37111,McDowell County,"McDowell County, NC",25346,0.69950002
29061,Daviess County,"Daviess County, MO",5330,0.69959998
29123,Madison County,"Madison County, MO",7073,0.69959998
72141,Utuado Municipio,"Utuado Municipio, PR",14415,0.69959998
48013,Atascosa County,"Atascosa County, TX",24876,0.69980001
48021,Bastrop County,"Bastrop County, TX",45591,0.69980001
1019,Cherokee County,"Cherokee County, AL",19473,0.69989997
47017,Carroll County,"Carroll County, TN",15819,0.7001
49017,Garfield County,"Garfield County, UT",4354,0.70029998
55085,Oneida County,"Oneida County, WI",35334,0.70060003
51075,Goochland County,"Goochland County, VA",12819,0.70120001
17157,Randolph County,"Randolph County, IL",18865,0.70139998
39067,Harrison County,"Harrison County, OH",9784,0.70190001
29105,Laclede County,"Laclede County, MO",19316,0.70200002
49029,Morgan County,"Morgan County, UT",4799,0.7022
21033,Caldwell County,"Caldwell County, KY",7384,0.70230001
48443,Terrell County,"Terrell County, TX",1098,0.70310003
42061,Huntingdon County,"Huntingdon County, PA",26671,0.7033
51197,Wythe County,"Wythe County, VA",17532,0.70349997
26063,Huron County,"Huron County, MI",26308,0.70359999
55065,Lafayette County,"Lafayette County, WI",11024,0.70359999
41031,Jefferson County,"Jefferson County, OR",13608,0.70490003
37017,Bladen County,"Bladen County, NC",21109,0.7051
48163,Frio County,"Frio County, TX",9126,0.70520002
5139,Union County,"Union County, AR",23798,0.70560002
2230,Skagway Municipality,"Skagway Municipality, AK",979,0.7058
5063,Independence County,"Independence County, AR",20731,0.70599997
5117,Prairie County,"Prairie County, AR",5689,0.70609999
26157,Tuscola County,"Tuscola County, MI",29731,0.70609999
5099,Nevada County,"Nevada County, AR",5722,0.7062
21123,Larue County,"Larue County, KY",7729,0.70660001
42009,Bedford County,"Bedford County, PA",28484,0.70660001
29225,Webster County,"Webster County, MO",18031,0.7069
17189,Washington County,"Washington County, IL",9403,0.70719999
5027,Columbia County,"Columbia County, AR",13021,0.70749998
55029,Door County,"Door County, WI",28231,0.70779997
31061,Franklin County,"Franklin County, NE",2491,0.70810002
37007,Anson County,"Anson County, NC",12234,0.70819998
6045,Mendocino County,"Mendocino County, CA",53192,0.70859998
48495,Winkler County,"Winkler County, TX",4488,0.70859998
31031,Cherry County,"Cherry County, NE",4260,0.70920002
47103,Lincoln County,"Lincoln County, TN",19353,0.70920002
51051,Dickenson County,"Dickenson County, VA",10128,0.70920002
30083,Richland County,"Richland County, MT",7332,0.70959997
21139,Livingston County,"Livingston County, KY",6076,0.71020001
21043,Carter County,"Carter County, KY",14569,0.71030003
13193,Macon County,"Macon County, GA",6322,0.71069998
16037,Custer County,"Custer County, ID",3819,0.7112
22001,Acadia Parish,"Acadia Parish, LA",30846,0.7112
39079,Jackson County,"Jackson County, OH",17571,0.71139997
51019,Bedford County,"Bedford County, VA",42875,0.71160001
19133,Monona County,"Monona County, IA",6351,0.71170002
28019,Choctaw County,"Choctaw County, MS",5373,0.71170002
48393,Roberts County,"Roberts County, TX",765,0.71240002
18047,Franklin County,"Franklin County, IN",12742,0.71259999
13231,Pike County,"Pike County, GA",8355,0.71350002
4003,Cochise County,"Cochise County, AZ",67432,0.71359998
26085,Lake County,"Lake County, MI",14672,0.7137
37187,Washington County,"Washington County, NC",7649,0.7137
30017,Custer County,"Custer County, MT",7260,0.71380001
18125,Pike County,"Pike County, IN",7513,0.71520001
40003,Alfalfa County,"Alfalfa County, OK",4132,0.71539998
21053,Clinton County,"Clinton County, KY",6189,0.71560001
22053,Jefferson Davis Parish,"Jefferson Davis Parish, LA",17468,0.7159
35047,San Miguel County,"San Miguel County, NM",19256,0.71630001
41065,Wasco County,"Wasco County, OR",14911,0.71649998
6063,Plumas County,"Plumas County, CA",17861,0.7166
30047,Lake County,"Lake County, MT",22639,0.71670002
1009,Blount County,"Blount County, AL",31243,0.71679997
13195,Madison County,"Madison County, GA",14446,0.71689999
19071,Fremont County,"Fremont County, IA",4778,0.71789998
17015,Carroll County,"Carroll County, IL",10871,0.71859998
54019,Fayette County,"Fayette County, WV",24409,0.71869999
31003,Antelope County,"Antelope County, NE",4781,0.7191
42123,Warren County,"Warren County, PA",25493,0.71929997
26053,Gogebic County,"Gogebic County, MI",12349,0.72009999
21225,Union County,"Union County, KY",7508,0.72030002
17185,Wabash County,"Wabash County, IL",7138,0.72119999
48483,Wheeler County,"Wheeler County, TX",4477,0.72119999
47139,Polk County,"Polk County, TN",10199,0.72140002
48005,Angelina County,"Angelina County, TX",45043,0.72180003
55003,Ashland County,"Ashland County, WI",11658,0.72229999
26089,Leelanau County,"Leelanau County, MI",18389,0.72259998
28119,Quitman County,"Quitman County, MS",4277,0.72320002
5039,Dallas County,"Dallas County, AR",4838,0.7234
5149,Yell County,"Yell County, AR",12031,0.72350001
1091,Marengo County,"Marengo County, AL",12463,0.72369999
26003,Alger County,"Alger County, MI",7380,0.72369999
6035,Lassen County,"Lassen County, CA",14293,0.72390002
5061,Howard County,"Howard County, AR",8137,0.72399998
16063,Lincoln County,"Lincoln County, ID",2417,0.72399998
31123,Morrill County,"Morrill County, NE",3239,0.72399998
40009,Beckham County,"Beckham County, OK",13513,0.72399998
54051,Marshall County,"Marshall County, WV",18555,0.72439998
1037,Coosa County,"Coosa County, AL",7844,0.7245
1045,Dale County,"Dale County, AL",25826,0.7245
13243,Randolph County,"Randolph County, GA",4334,0.72500002
53037,Kittitas County,"Kittitas County, WA",29398,0.7256
51045,Craig County,"Craig County, VA",3418,0.72640002
1087,Macon County,"Macon County, AL",11547,0.72649997
18119,Owen County,"Owen County, IN",12327,0.72649997
28103,Noxubee County,"Noxubee County, MS",6704,0.72659999
12051,Hendry County,"Hendry County, FL",20033,0.72670001
49025,Kane County,"Kane County, UT",7511,0.72670001
21061,Edmonson County,"Edmonson County, KY",7787,0.72710001
28093,Marshall County,"Marshall County, MS",17581,0.72719997
26043,Dickinson County,"Dickinson County, MI",16902,0.7274
26103,Marquette County,"Marquette County, MI",39650,0.72850001
17181,Union County,"Union County, IL",9467,0.72860003
37033,Caswell County,"Caswell County, NC",13080,0.72890002
28027,Coahoma County,"Coahoma County, MS",12979,0.72960001
48093,Comanche County,"Comanche County, TX",10482,0.72960001
46075,Jones County,"Jones County, SD",1047,0.72970003
48473,Waller County,"Waller County, TX",26830,0.72970003
28111,Perry County,"Perry County, MS",6677,0.72979999
72151,Yabucoa Municipio,"Yabucoa Municipio, PR",15589,0.73049998
17059,Gallatin County,"Gallatin County, IL",3637,0.73079997
2170,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",58818,0.73119998
48149,Fayette County,"Fayette County, TX",20240,0.73119998
29119,McDonald County,"McDonald County, MO",11919,0.73180002
35021,Harding County,"Harding County, NM",850,0.73180002
29103,Knox County,"Knox County, MO",3201,0.73199999
55023,Crawford County,"Crawford County, WI",12482,0.73259997
40055,Greer County,"Greer County, OK",3917,0.73269999
18073,Jasper County,"Jasper County, IN",16383,0.73280001
51031,Campbell County,"Campbell County, VA",30376,0.73320001
39015,Brown County,"Brown County, OH",23895,0.73339999
4012,La Paz County,"La Paz County, AZ",16682,0.7335
21027,Breckinridge County,"Breckinridge County, KY",14071,0.73360002
22035,East Carroll Parish,"East Carroll Parish, LA",3863,0.73360002
21079,Garrard County,"Garrard County, KY",9747,0.73369998
37185,Warren County,"Warren County, NC",14808,0.73369998
20107,Linn County,"Linn County, KS",7017,0.73479998
